2018-09-12 12:35:18.818 [http-nio-8088-exec-9] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:top,id:1
2018-09-12 12:45:08.492 [main] INFO  com.river.weibo.WebApplication - Starting WebApplication on 201803190022- with PID 8336 (E:\person\projects\vue\weibo\web\target\classes started by feiyuerong in E:\person\projects\vue\weibo)
2018-09-12 12:45:08.497 [main] DEBUG com.river.weibo.WebApplication - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
2018-09-12 12:45:08.498 [main] INFO  com.river.weibo.WebApplication - No active profile set, falling back to default profiles: default
2018-09-12 12:45:08.999 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2d778add: startup date [Wed Sep 12 12:45:08 CST 2018]; root of context hierarchy
2018-09-12 12:45:11.478 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-09-12 12:45:12.975 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8088 (http)
2018-09-12 12:45:13.022 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-09-12 12:45:13.025 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
2018-09-12 12:45:13.443 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-09-12 12:45:13.443 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4444 ms
2018-09-12 12:45:13.932 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2018-09-12 12:45:13.942 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-09-12 12:45:13.943 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-09-12 12:45:13.944 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-09-12 12:45:13.944 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-09-12 12:45:15.716 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2d778add: startup date [Wed Sep 12 12:45:08 CST 2018]; root of context hierarchy
2018-09-12 12:45:15.904 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/operate/{opt}/{id}],methods=[POST]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.operate(java.lang.String,java.lang.Integer)
2018-09-12 12:45:15.906 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/index],methods=[GET]}" onto public java.lang.String com.river.weibo.controller.WeiboController.weibo()
2018-09-12 12:45:15.906 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/getList],methods=[GET]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.getList(com.river.weibo.common.vo.PageInfoVO)
2018-09-12 12:45:15.912 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-09-12 12:45:15.913 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-09-12 12:45:15.992 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:45:15.994 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:45:16.044 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globalExceptionHandler
2018-09-12 12:45:16.110 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:45:17.490 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2018-09-12 12:45:17.521 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
2018-09-12 12:45:17.546 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8088"]
2018-09-12 12:45:17.568 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-09-12 12:45:17.632 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8088 (http)
2018-09-12 12:45:17.641 [main] INFO  com.river.weibo.WebApplication - Started WebApplication in 10.465 seconds (JVM running for 11.849)
2018-09-12 12:46:28.505 [http-nio-8088-exec-7] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-09-12 12:46:28.506 [http-nio-8088-exec-7] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-09-12 12:46:28.542 [http-nio-8088-exec-7] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 36 ms
2018-09-12 12:46:28.594 [http-nio-8088-exec-7] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:top,id:1
2018-09-12 12:46:47.681 [http-nio-8088-exec-3] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:aaa,id:1
2018-09-12 12:46:56.942 [http-nio-8088-exec-10] INFO  com.river.weibo.controller.WeiboController - 请求参数：opt:aaa,id:1
2018-09-12 12:50:09.322 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
2018-09-12 12:50:09.456 [main] INFO  com.river.weibo.WebApplication - Starting WebApplication on 201803190022- with PID 6812 (E:\person\projects\vue\weibo\web\target\classes started by feiyuerong in E:\person\projects\vue\weibo)
2018-09-12 12:50:09.456 [main] DEBUG com.river.weibo.WebApplication - Running with Spring Boot v1.5.7.RELEASE, Spring v4.3.11.RELEASE
2018-09-12 12:50:09.457 [main] INFO  com.river.weibo.WebApplication - No active profile set, falling back to default profiles: default
2018-09-12 12:50:09.949 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@341814d3: startup date [Wed Sep 12 12:50:09 CST 2018]; root of context hierarchy
2018-09-12 12:50:14.193 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8088 (http)
2018-09-12 12:50:14.213 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-09-12 12:50:14.215 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
2018-09-12 12:50:14.486 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2018-09-12 12:50:14.487 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4538 ms
2018-09-12 12:50:15.071 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2018-09-12 12:50:15.081 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-09-12 12:50:15.082 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-09-12 12:50:15.082 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-09-12 12:50:15.082 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-09-12 12:50:16.813 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@341814d3: startup date [Wed Sep 12 12:50:09 CST 2018]; root of context hierarchy
2018-09-12 12:50:16.987 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/operate/{opt}/{id}],methods=[POST]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.operate(java.lang.String,java.lang.Integer)
2018-09-12 12:50:16.989 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/index],methods=[GET]}" onto public java.lang.String com.river.weibo.controller.WeiboController.weibo()
2018-09-12 12:50:16.990 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/weibo/getList],methods=[GET]}" onto public com.river.weibo.common.vo.ResponseVO com.river.weibo.controller.WeiboController.getList(com.river.weibo.common.vo.PageInfoVO)
2018-09-12 12:50:16.996 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-09-12 12:50:16.997 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-09-12 12:50:17.090 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:50:17.090 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:50:17.138 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globalExceptionHandler
2018-09-12 12:50:17.203 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-12 12:50:18.889 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2018-09-12 12:50:18.935 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8088"]
